Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality
22.6,47.1,3.1,9.8,11.3,7.8,1.06,14.4,351,40,2,8,Good
25.9,71.3,2.5,4.7,13.3,3.9,1.09,15.4,229,28,2,6,Good
25.3,42.3,10.7,13,11.9,2.3,1,10.2,381,37,1,5,Good
25.6,74.7,3.7,8.6,20.2,1,0.84,14.9,287,34,2,4,Good
20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573,22,0,2,Moderate
41.9,100.5,93.8,116.9,41.8,4.7,2.75,6.9,827,32,5,0,Hazardous
27.8,70.8,3,20.7,30.8,17.7,2.02,3.5,502,11,4,12,Poor
23.1,60,86.4,95.6,28.8,7.9,1.11,5.5,506,36,4,6,Moderate
30.5,82,13.4,26.6,29.8,12.4,1.71,4,473,32,1,0,Poor
21.6,61.6,1.1,6.8,16.2,5.9,1.01,15.6,398,36,1,1,Good
26.8,52,14.8,20.5,26.8,2.2,0.76,10.9,395,40,3,7,Good
20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589,33,1,7,Good
28.3,80.8,3.3,7.9,19.8,2,0.92,10.9,253,31,3,3,Good
26.7,50.1,33.2,43.6,26.9,11.5,1.23,10.8,651,21,0,1,Moderate
26.5,69.5,4,11.9,24.9,5,0.98,13.8,304,22,1,3,Good
32.4,63.5,6.4,14.7,38.5,11.4,1.81,3.8,501,41,3,0,Poor
28.6,72.9,13.8,19.3,19.7,2.9,0.98,10.4,575,44,2,4,Good
30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431,27,3,4,Moderate
39.3,94.3,8,31.4,47.5,19.8,1.79,4.1,827,30,2,12,Poor
25.2,71.5,3.5,9,11.3,5.6,0.88,10,393,20,1,4,Good
33.5,110.4,34,49.8,30.4,2.6,2.06,4.2,706,41,2,7,Poor
21.4,78.9,0.5,6.7,13.1,1.9,1.02,10.7,579,36,1,12,Good
24.3,67,1,4.1,22.2,3.3,0.86,10.9,530,49,1,1,Good
26.2,60.3,19.1,22,15,5.1,0.84,13.5,466,21,3,3,Good
29.8,74.1,1.9,6.8,26,4.2,0.94,10.7,250,26,6,3,Good
35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489,32,1,0,Moderate
35.4,54.8,2.3,6.2,16.5,7.2,1.03,10.9,490,36,2,4,Good
37.2,87.6,1.3,14.3,32.3,1.1,1.7,3.4,663,27,5,10,Poor
21.3,91.2,3,18.5,37.5,14.2,2.76,3.2,764,21,2,9,Hazardous
25.6,78.5,7.8,12.4,13.6,6.1,0.89,10.1,398,38,0,10,Good
34.9,59.2,31.4,41.2,25.3,16.4,1.55,7.2,570,37,4,3,Moderate
32,69.6,8.1,23.1,33.8,7.5,1.48,10,575,20,1,1,Moderate
24.2,58.7,15.8,18.8,28.3,6.3,0.84,14,243,43,1,15,Good
39,76.1,9.4,22,37,14.4,2.45,6.2,533,41,0,6,Hazardous
30.6,71.9,7.7,21.3,16.9,3.5,1.73,5.6,593,31,1,0,Moderate
31.9,61.4,29.5,31.9,28.7,-0.3,1.06,11.1,212,30,3,16,Good
39.3,63.5,135.7,148.8,28.1,16.1,2.05,3.9,714,35,3,5,Poor
44,111,20.6,39.6,34.3,6.6,1.95,4.2,741,21,2,0,Poor
22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243,30,0,11,Good
28.9,55,0.9,7.3,18.2,5.9,1.11,11.3,469,8,2,0,Good
33,87.8,18.1,27.3,19.4,12.2,1.78,5.2,529,38,1,7,Moderate
31.4,53.2,18.5,27.9,28.9,13,1.42,5.7,319,14,3,9,Moderate
42.7,111,33.8,50.7,41.3,21,2.52,4.2,516,45,0,8,Hazardous
26.3,66.5,14.7,24.2,14.6,4.2,1.06,15.6,373,26,1,12,Good
30.9,62,3.5,7.3,31,10.4,1.36,5,297,27,3,10,Moderate
34.7,79.4,64.5,88.3,36.1,20.4,3.1,10.1,425,23,4,13,Hazardous
20.1,64.4,1.5,8,14,7.6,0.85,10.8,512,27,0,5,Good
28.7,80.3,26.8,41,32.8,7.2,1.65,8.8,249,44,2,4,Moderate
20.6,65.7,19,28.4,29.1,14.1,1.45,8,683,5,1,4,Moderate
31,89.4,10.8,17.3,31.3,3.3,2.01,5.9,435,42,1,11,Moderate
28.8,71.7,20,25.6,16.7,6.1,0.97,11.9,539,33,2,3,Good
31.3,86,60.5,65.1,29.3,1.7,1.68,7.8,655,17,1,9,Moderate
24.6,65.7,0.7,3.7,15.4,5.5,1.08,10.4,211,19,4,2,Good
23.3,48.6,18.3,24,20.1,5.1,1.14,10.2,263,46,3,2,Good
23.2,78.4,16.8,19.3,23.9,7.9,1.44,11.4,456,20,3,10,Moderate
30.4,68.6,15.4,29.7,31,11.3,2.06,3.6,609,18,3,7,Poor
20.5,61.9,2.6,4.7,24.8,5.4,0.97,11.3,296,41,4,0,Good
32.3,65.7,8.7,19.1,28.3,11.6,1.36,6.4,322,33,1,2,Moderate
25.9,49.6,1,12.6,23,16.9,1.96,5.5,592,20,3,0,Moderate
24.6,55.8,14.6,24.1,26,12.3,1.93,5.7,579,32,3,4,Moderate
26.9,81,8.9,15.8,27.3,9.5,1.39,5.9,620,19,3,4,Moderate
41.9,79,28.6,45.1,49.6,19.1,2.48,4.8,886,41,4,4,Hazardous
36.7,81,28.5,43.7,22.6,19.7,1.91,5.6,628,40,1,10,Poor
45.9,87.5,25.7,49.6,46.2,22.1,2.86,3.5,571,35,1,7,Hazardous
39.3,59.3,3.3,14.2,22.5,18.6,2.12,4.4,775,33,0,15,Poor
22.1,47.8,9.3,14.9,24.4,7,1.06,10.5,578,47,6,8,Good
32.7,77.8,2.9,11.1,27.8,12.3,1.86,5.7,426,29,0,8,Poor
34.7,85.2,30,42.1,36.6,5.2,1.55,7.6,448,18,1,7,Moderate
21.3,58.5,14.1,20.9,22.7,3.6,1.01,11.6,567,34,3,4,Good
29.8,61,12.4,18.5,21.8,4.8,0.94,10.4,490,50,1,3,Good
45.4,82.6,12.9,29.4,41.6,14.1,2.29,5.1,841,19,2,5,Poor
29.5,82.2,40.6,50.6,25,13.1,1.7,6.6,591,26,1,5,Moderate
22.9,51.9,5.5,9.6,24.2,6.9,1.15,10.3,345,34,1,5,Good
43.1,116.3,104.3,136.6,36.6,15.8,3.72,5.4,688,29,2,8,Hazardous
23.5,43,14.6,19,23.1,1.7,1.14,12.7,297,20,2,7,Good
24.5,59.7,2.8,8.4,19.1,4.3,0.85,10.3,432,41,2,3,Good
23.7,46.8,1.2,6.6,23.4,3.1,1.07,10.4,531,53,2,3,Good
33.9,75.6,9,20.9,32.1,20.4,2.36,3.4,511,31,2,6,Poor
23,70.8,1.2,5.8,22.1,6.7,0.88,12.7,266,20,2,2,Good
24,64.1,21.4,27.3,22.6,5.7,0.94,10.3,296,14,4,4,Good
33.4,50.3,36.7,43.4,35.6,5.3,1.31,5.4,443,32,1,3,Moderate
35.4,71.3,6.3,19.7,34.4,19.2,2.35,5.4,714,41,1,15,Poor
27,54.6,3.7,10.1,15.1,3.1,0.85,15.9,312,34,2,0,Good
26.2,80.8,13.3,15.8,26,7.3,0.98,11.8,602,29,2,2,Good
22.1,56.3,6.8,13.1,25.6,1.5,1.01,11.6,535,24,3,3,Good
43.7,66.8,33.4,36.4,34.5,8,1.79,4.7,608,19,2,4,Poor
46.1,80.1,7.7,10.4,34.4,30.5,1.85,5.7,771,38,1,9,Hazardous
34.9,65.4,16.7,27.2,18.4,12.1,1.67,9.8,351,39,3,4,Moderate
26.2,74.2,5.5,11.7,17.3,3.6,0.83,10.2,383,14,5,0,Good
39.7,79,46,74.8,46.3,14.9,2.24,5.9,730,45,2,11,Hazardous
24,49.5,4.8,15.5,19.6,7.2,1.02,10.2,608,35,3,7,Good
24.7,57.2,10.1,14.7,20.9,3.9,1.1,10.3,355,43,1,7,Good
25.5,56.8,5.6,11.7,24.9,2.5,1.09,11.2,507,16,4,8,Good
24.5,65.2,25,28.4,22,3.8,0.96,11.7,217,16,3,1,Good
19.8,60.6,15,21.7,22.9,3.9,0.99,10.4,382,28,2,5,Good
41.9,84.4,75.7,99.5,30,17.5,2.32,3,680,35,3,9,Hazardous
26.4,51.5,24.8,27.2,21.8,3.7,0.93,13.7,215,47,2,3,Good
37.1,70.6,9.6,28.2,33.2,5.2,2.49,3.7,711,37,1,7,Poor
25.7,68.2,0.7,8.1,22.4,5.3,1.04,13.4,523,27,1,8,Good
30.3,91.8,1,18.8,23.1,4.4,1.31,5.9,359,19,3,0,Moderate
23.9,62.4,0.8,13,26.1,7.2,1.56,6.1,497,42,4,1,Moderate
28.3,51.1,63.7,75.6,32.3,16.4,1.57,7.6,648,20,5,0,Moderate
29.3,92,18.4,42.3,32,26.4,3.1,3.9,515,46,3,6,Hazardous
22.3,73,0.1,8.4,20.7,3.6,1.18,10.3,471,27,2,13,Good
29,64.4,23.5,23.1,35.1,17.3,2.13,5,560,45,0,3,Poor
20.1,67,1.9,8.8,26.6,6.5,1.06,12.6,383,36,3,5,Good
43.8,103.9,12.2,32.6,43.2,25.5,3.36,6.4,722,28,3,10,Hazardous
22.8,62.2,21.4,29.9,23,0.5,1.46,6.8,638,24,3,7,Moderate
30.4,66.4,1.1,0,24,4.3,0.96,11.1,214,26,1,2,Good
29.4,85.8,90.1,94.2,30.5,10.7,1.35,5.6,366,34,2,12,Moderate
25.6,61.4,8.9,8.8,18.1,5.4,1.07,12.1,593,30,3,6,Good
29.4,93.3,149.1,168.1,34.9,11.7,1.79,4.2,793,24,1,5,Poor
28.6,65.4,12.2,14.7,30.5,9.2,1.56,10.3,322,28,4,5,Moderate
29.8,76.9,5.1,11.5,29.6,3.9,1.61,5.6,358,30,2,8,Moderate
22.2,46.8,0.9,5.7,24.3,5.7,0.93,15.6,245,8,2,3,Good
26.9,52.2,9.1,17.4,28,3,0.96,12.1,263,34,2,12,Good
22.8,57.6,7.4,12.6,17.5,7.7,0.86,11.5,509,20,1,11,Good
19.8,76.1,15.9,20.4,25.3,4.2,1.01,10.3,357,18,2,6,Good
19.8,54.8,4.6,17.5,24.3,14.5,1.52,5.6,637,13,1,6,Moderate
20.1,55,8.5,10.7,24.6,6.3,1.07,17.2,431,12,5,2,Good
33,62.1,12.9,30.8,35.3,6.5,2.28,6.6,651,16,3,3,Poor
30.8,60.9,7.2,20,36.1,13.7,1.37,5.1,342,22,1,1,Moderate
41.9,85.5,32.2,37.1,40.9,21.9,2.07,6.1,579,49,2,5,Poor
41.4,79.4,28.4,40.4,28,17.8,1.15,6.4,538,24,3,6,Moderate
34.4,107.9,18.7,33.4,37.1,15.3,1.99,5.4,388,31,3,0,Poor
36.4,78,31.2,47.9,30.4,6.8,2.07,4.4,656,34,5,8,Poor
41.9,98.7,99.2,115.1,54.9,20.5,2.62,3,708,31,1,2,Hazardous
24.3,49,14.6,21.3,21.8,5.4,0.96,11.8,441,29,0,7,Good
23.4,65.6,8.9,10,27,6.3,1.03,10.5,322,18,0,9,Good
22.6,74.6,3.4,16,17.5,4.9,1.6,6.2,718,44,4,11,Moderate
25.6,73.6,4.9,9.3,23.1,-0.1,1.08,18.8,547,48,0,10,Good
29.5,62.5,55.2,63.2,30.6,25.9,1.84,3.4,688,13,1,12,Poor
31.6,86.5,17.9,23.5,28,8.6,1.72,5.4,370,19,1,9,Moderate
46.4,85.3,11,31.5,49.6,11.5,2.89,8.4,848,27,2,6,Hazardous
30,67.1,47.1,61.3,22.1,7.3,1.82,5.7,639,20,1,4,Moderate
20.2,47,10.4,16.1,12.3,1.7,1.14,12.3,215,35,3,5,Good
20,78.2,1.8,5.5,13.9,7.8,1.03,11.1,560,22,4,12,Good
36.1,70.2,19.1,37.6,27.8,20.7,2.21,3.9,454,51,2,5,Poor
27,65.3,96.9,109.7,22.4,9.9,1.62,5.5,414,41,3,5,Moderate
25.6,69.6,3.4,9.3,23,6,0.73,10.2,554,32,2,11,Good
24.9,64.5,14.8,20.2,13.2,6.4,1.11,11.5,609,40,2,5,Good
30.2,49.8,0.7,8,30.5,7.2,1.56,5.9,706,41,2,2,Moderate
22.3,60.5,17.2,23.1,16.2,5.7,1.07,11.2,586,24,2,10,Good
17.5,51.6,7.5,22.3,18.4,16.8,1.56,10.7,284,21,4,2,Moderate
19.3,46.8,22.4,25,13.5,5.3,1.17,10.3,230,30,1,7,Good
23.8,70.3,0.8,12.7,17.8,11.1,1.42,5.5,606,38,1,6,Moderate
36.1,84.1,25.6,42,35.7,14.7,2.39,5.3,444,31,1,7,Poor
31.4,69.4,11.1,28.2,27.4,17.7,2.02,5.8,400,14,5,0,Poor
24.6,73.2,9.4,10.1,25.5,8.8,0.77,17.8,384,21,4,9,Good
44.9,100.1,4.9,29.7,42,9.1,3.11,4.5,600,29,1,5,Hazardous
26.3,52.6,3.7,8.9,27.3,7.8,1.03,10.8,246,29,2,8,Good
28.6,86.6,8.7,20.7,18.6,6.9,1.79,8.3,483,49,4,8,Moderate
36.7,82.4,9.6,18.8,27.3,23.2,1.7,4.3,598,16,0,7,Poor
22,47.7,2.9,6,16.3,7,0.9,13.9,379,35,3,4,Good
46.8,117.3,21.6,29.6,25.3,26.7,2.31,6.4,712,44,3,4,Hazardous
27.5,61,41.9,58.8,26,12,1.6,5.6,488,52,3,5,Moderate
30.3,72.1,11.3,33.6,34.4,15.1,2,5,726,25,4,6,Poor
28.9,58.3,2.7,11.8,22.8,5.2,1.39,8.9,449,34,2,4,Moderate
37.1,83,22.5,36.4,34.9,16.7,1.97,5.5,464,35,2,9,Poor
22.7,53.6,1.5,4.5,23.8,3.3,1.06,12,359,31,1,4,Good
27.4,78.8,26,28.3,20,2.1,0.99,11.1,486,29,3,2,Good
26.4,76.1,36.5,40.9,31.7,15.2,2.09,6.8,472,34,3,8,Poor
30.2,74.5,19.8,54.1,39.9,25.7,2.29,6.4,655,4,2,13,Hazardous
26.8,72.2,1,11.3,21.8,12.5,1.41,6,602,36,2,1,Moderate
38,94.7,16,35.7,30.4,11.7,2.26,4.8,574,31,2,5,Poor
21.8,56.2,8.4,12.5,15.8,4,1.05,10.1,373,27,5,10,Good
24.9,60.1,8.8,16.7,22.5,2.6,0.97,15.5,589,50,3,8,Good
27.2,60.6,16.5,23.5,30.5,9,1.69,6.6,382,23,2,8,Moderate
35.9,61,8.3,18,21.4,16.3,1.41,11.6,613,25,3,6,Moderate
20.6,78.2,6.5,21.6,41.6,7.4,2.71,4.8,721,49,4,0,Hazardous
49.9,101.3,34.6,51.9,47.7,17.8,2.72,3.3,795,21,3,7,Hazardous
36.2,76.4,35.3,47.4,30.3,9.9,1.54,6.5,309,24,1,7,Moderate
31.3,80.8,79.4,92.1,24.1,8,1.58,7.6,624,28,0,10,Moderate
26.3,46.7,1.4,4.3,12.2,3.4,1.04,11.3,193,38,7,2,Good
30.6,57.8,24.3,31.5,15.4,19.9,1.48,5.4,502,32,2,12,Moderate
37.3,75.5,12.5,21.1,18.3,9.7,1.49,8.9,622,17,4,4,Moderate
28.7,67.6,34.5,44.7,17.3,17.4,1.36,10.1,499,24,0,4,Moderate
25.8,65.3,27.6,32.9,15.2,7.2,1.12,10.4,287,23,1,3,Good
35.5,76.3,9.5,23,23.6,6.8,1.76,5.2,579,29,2,10,Moderate
22.5,48.6,0.8,6.2,12.9,8,1.02,10.5,354,34,1,1,Good
29.2,72.2,6.9,13.4,20.9,7.7,0.97,13.4,362,34,0,8,Good
27.2,88.6,7.1,26.7,36.6,16.7,2.39,9.9,442,12,1,2,Poor
32,80.6,9.7,19.5,31,3.9,1.52,6,567,40,1,5,Moderate
35.8,69.6,2.3,10.5,24.4,10.9,1.66,10.9,455,32,0,0,Moderate
36.6,74.7,11.1,30.9,28.1,16.3,1.04,3.8,409,43,2,9,Poor
27,46.5,8.3,14,20.7,5.5,1.02,15.4,496,34,3,5,Good
23.5,50.8,0.6,6.7,13.3,3.1,0.95,14.1,564,41,2,8,Good
23.3,90.9,39.8,55.4,30.8,5.5,1.44,5.5,696,34,8,5,Moderate
30.9,56.8,9.2,19.2,28.4,5.4,1.82,5.9,567,43,1,8,Moderate
34.8,60.9,38.2,54.1,24,15.6,1.28,10.8,308,35,1,5,Moderate
38.9,66.3,3.7,24,28.9,2.8,2.24,3.6,673,29,5,8,Poor
28.8,41.3,0.2,6.5,14.9,1.4,0.87,10.4,511,52,2,8,Good
44.9,103,8.1,28.8,50.1,35,2.54,3.9,821,38,1,6,Hazardous
31.1,76.5,2.8,9.5,19,1.9,0.97,13.1,318,35,2,2,Good
29.3,42.3,20.7,25.3,15.4,6.2,1,11.8,524,17,2,4,Good
30.7,84.2,22.4,38.4,26.8,12.3,1.34,6.1,399,17,3,2,Moderate
28.8,50.2,2.9,8,20.7,5,1.08,11.6,209,32,3,11,Good
35,109.1,50.6,67.5,34.4,16.4,1.56,5.4,558,31,1,9,Poor
40.9,72.9,22.5,43.4,36.6,21.1,2.33,2.7,592,23,1,6,Hazardous
38.4,66,73.2,85.4,40.9,17.1,1.96,3.6,694,31,4,3,Poor
28.6,81.6,7.6,14.1,12,3.7,0.92,10.3,524,45,3,2,Good
42.2,86.6,23,34.8,34.9,6.2,1.96,3.8,635,36,2,6,Poor
35.6,71.9,10.3,27.3,22.6,10.4,1.66,4.4,555,18,3,13,Poor
31.5,44.3,10.6,17.6,17.7,5.1,1.13,12.7,333,28,3,6,Good
19.3,50.7,4.2,10.2,20.8,1.5,1.05,11.4,416,21,1,10,Good
25.7,77.9,16.2,22.9,12.2,8.1,0.95,11.5,326,26,3,7,Good
25.2,90.6,16.8,27.6,20.8,16.1,1.39,5,381,25,0,8,Moderate
25.3,86.3,6.2,15.8,33.6,9.9,1.66,5.8,426,25,1,4,Moderate
32.1,72.6,11.3,25.5,21.7,7.1,1.55,6.7,374,17,3,5,Moderate
22.3,58.5,30.3,36.3,18.8,4.1,0.87,10.3,479,28,0,2,Good
35.2,79.8,11.3,18.6,37.1,8.2,1.42,9.6,510,24,2,7,Moderate
35.9,67.9,10.6,19.3,31.8,10.9,1.36,8.2,383,0,3,5,Moderate
38.8,115,13.9,39.3,28.8,25,2.97,5.7,900,50,4,7,Hazardous
25,41.5,3.9,8.1,14.3,4.4,0.83,12,333,40,1,2,Good
24.4,56.1,3.7,13.4,27.5,7.4,1.85,8.1,382,26,3,7,Moderate
32.6,68.5,9.4,19.9,29.3,15.3,1.77,11.9,451,30,0,6,Moderate
20.9,45,34,40.2,16.9,5.1,1.01,10.9,247,18,1,6,Good
34.2,97.3,15.2,26.6,30.9,11,1.74,7.1,681,46,1,7,Poor
38.6,54.8,38,48.2,22.1,16.5,1.63,6,437,48,3,5,Moderate
27.1,75.3,0.1,7.1,13.8,7.9,1.03,12.7,499,31,2,21,Good
30.1,72.9,0,5.9,26.5,8.1,1.21,13,569,40,0,7,Moderate
31.8,64.1,56.6,67.9,36.6,17.6,2.13,5.4,479,31,2,6,Poor
19.7,47.2,3,11,12.5,5.9,1.12,24.8,259,16,2,8,Good
28.7,73.6,16.2,20.1,27.1,3.4,0.88,10.2,581,25,4,3,Good
35.1,72.5,0.8,17.8,28.7,5.1,0.92,14.7,573,31,3,3,Moderate
36.5,88.6,37,49.3,26.4,8.3,2.43,3.5,644,25,5,9,Hazardous
36.4,61.9,15.7,22.4,21.9,13.4,1.75,5.7,616,27,2,9,Moderate
22,60.6,5,11.8,22.6,3.7,1.04,13.5,523,29,4,10,Good
21.2,55,8.5,13.5,15.8,7.1,1.04,13,503,29,3,0,Good
27.7,45.9,7.1,8.4,21,6.8,1.14,10.4,245,30,5,5,Good
22,49.9,1.5,3,16.1,4.8,0.97,20,587,19,0,7,Good
29.1,120.7,34.7,56,38.8,21.7,2.67,3.2,569,22,1,8,Hazardous
37.3,95.3,19.1,29,31.2,10.5,2.17,4.3,787,17,2,8,Poor
27.1,47,1.2,2.7,12.5,4.8,0.96,10.4,591,39,2,2,Good
18.8,75.9,10.5,18.4,13.9,5.8,0.76,11.4,557,8,1,8,Good
27.1,69.5,1.2,3.2,23.2,5.5,0.98,15.4,338,41,3,7,Good
54.7,81.7,101.8,133.7,35,26.1,2.32,5.4,586,43,6,7,Hazardous
29.2,93.2,35.8,46.6,34.6,11,1.34,6.9,346,26,5,1,Moderate
50.2,85.1,14.4,31.2,30.7,16.5,1.85,6.7,537,3,0,2,Poor
31,63.5,5.4,13.4,26.9,15.4,1.56,5.1,446,26,2,13,Moderate
24.9,75.7,9.8,14.2,25.4,4.2,0.88,10.4,353,29,0,9,Good
30.7,81.5,6,9.7,26.7,12.5,1.53,5.3,473,19,3,5,Moderate
27.5,64.2,0.4,7.4,14,1.9,1.02,14,201,24,1,5,Good
29.7,51.8,15.4,34.6,28.2,10.4,1.46,9.2,532,45,4,14,Moderate
25.7,67.7,1.3,12.4,21.7,9.1,1.27,8.2,540,36,2,6,Moderate
26.8,55.4,4.9,7.3,22.8,5.3,1.1,16.7,313,20,3,5,Good
34.8,73.2,2.4,8.8,25.1,3.3,1.35,6.9,362,14,0,2,Moderate
34.6,87.2,42.1,70.1,38,18.3,1.41,10.3,471,26,2,5,Poor
27.3,47.5,18.7,17.4,16.4,8.2,0.86,15.7,543,27,2,0,Good
22.2,57.7,6.3,12.5,24.5,7.8,1.11,12.6,352,34,1,8,Good
29.3,74.8,7,13.3,19.8,5.2,1.05,11.6,539,24,4,11,Good
26.4,45.7,8.4,11.3,23.4,4.8,0.97,13.8,426,35,1,11,Good
30.1,51.5,9.4,14.9,13.8,2,0.97,10.2,240,49,1,3,Good
37.1,53.3,37.3,51,25.9,10,0.98,9,473,38,1,0,Moderate
29.4,72.7,24.7,28.4,12,2.9,1.16,12.1,204,29,3,7,Good
32.2,55.9,10.8,18,21.9,0.5,1.59,8.5,476,28,2,11,Moderate
31.6,88.9,6.8,18.6,23,12.8,1.4,8.2,542,26,0,0,Moderate
29.3,77.6,16.2,24.9,26.2,11.1,1.38,10.2,442,41,6,4,Moderate
30.4,72.1,33.4,43,16.9,2.9,1.04,10.3,570,23,2,7,Good
39.8,73.3,83.2,90.4,16.3,12.5,2.36,5.4,666,30,1,2,Poor
42.7,74.3,38.4,70.8,42.3,20.7,2.58,5.9,729,30,1,0,Hazardous
23.3,65.7,16.9,28.6,22.4,12,1.35,9.1,297,24,4,3,Moderate
22.4,62.4,16.8,21.1,20.1,4.9,0.85,11.6,591,16,4,3,Good
42.2,73.2,6.5,20.3,53.8,23.7,2.41,3.7,633,33,2,0,Hazardous
24.3,53.7,29.3,32.8,24.1,4.5,0.96,14,217,29,5,10,Good
46.9,76.6,20.5,34.6,39.5,20.6,2.75,4,667,35,1,12,Hazardous
21.7,76.5,5.5,8.4,22.5,5,0.98,14.8,340,24,0,6,Good
30.6,56.2,2.6,8.7,22.6,3.1,0.84,12.7,513,42,4,8,Good
23.2,48.6,15.7,17.8,13.8,4.4,1.05,10,464,21,7,0,Good
26.3,74.7,8.6,14,14.1,4.6,0.99,13,318,47,3,5,Good
34.5,76.9,59.3,71.9,28.4,13,1.77,7.7,586,12,2,3,Poor
41.9,104.5,90.7,109.1,41,18.6,2.03,5,695,34,1,7,Hazardous
35.4,58.4,3,9.5,27.3,5.4,1.54,6.1,411,34,2,0,Moderate
24.6,71.3,8.6,13.8,25,5.1,1.11,10.9,433,22,1,4,Good
27.5,80.6,6.3,11.2,21.9,5.4,1.04,12.3,317,34,1,8,Good
34.7,82.4,8.3,35.2,42.3,19.6,1.09,3.8,761,42,3,6,Poor
26.1,65.4,6,9.2,14.9,4.7,1.21,13.5,241,7,3,9,Good
24.9,64.4,18.5,24.4,23.4,6.6,1.09,10.1,481,35,6,3,Good
29.2,53.9,8.3,22.5,30.5,13.8,1.63,7,352,5,3,0,Moderate
36.6,103,23.7,45.6,47.4,20.5,2.51,4.2,593,20,1,10,Hazardous
34.2,67,12.5,24.2,23.8,6.9,1.51,5.6,518,46,4,9,Moderate
22.5,64.7,7.9,13.2,18.4,6.9,0.94,11.7,365,24,3,12,Good
25.3,40.1,3.8,12.3,15.8,3.9,0.99,12.2,375,18,2,6,Good
26.5,98.1,41.4,56.1,40.4,6.2,1.85,7.1,430,28,7,7,Poor
34,84,16,21.9,24.2,6.6,1.29,5.2,379,50,1,15,Moderate
38,78.8,63,65.2,30.9,19.4,2.19,3,571,11,0,0,Hazardous
38.5,97,30.2,54,43.1,24.5,2.91,6.6,773,19,1,7,Hazardous
28.7,52.5,5.8,11.7,13.4,5.9,1.05,15.8,454,44,2,10,Good
36,70.9,67.7,75.3,24.9,24.7,2.13,8.3,458,48,5,6,Poor
31.2,55.8,19.5,27,20.5,13.4,1.47,6.1,402,28,1,6,Moderate
42.2,101.8,35.7,55.9,55.3,17.1,2.17,8.5,698,17,2,0,Hazardous
27.5,92,8.2,20.7,31.2,10.1,1.42,10.2,350,50,1,11,Moderate
23.6,51.6,29.8,38.9,18.5,6.1,1.01,13.8,391,45,2,10,Good
24.9,54.3,39,56.5,30.3,12.3,1.6,5.2,351,36,1,11,Moderate
28.9,99.1,29.9,46.2,42.8,6.1,1.99,4.7,594,21,0,5,Hazardous
35.5,59.2,0.8,10.5,23.8,4.7,1.44,5.4,405,29,1,4,Moderate
22.9,86.5,1.4,6.6,25.5,10.1,1.45,5.1,458,28,4,5,Moderate
27.6,62.4,13.9,26.1,18.3,18.6,1.54,5.5,475,33,0,12,Moderate
34.2,85.7,2.8,11.8,38.3,9,1.36,9.2,590,44,2,4,Moderate
32.4,80.6,34.5,41.8,25.5,8.1,1.37,5.6,631,38,3,11,Moderate
32.1,49,0.5,3.1,15.8,4.8,0.98,12.2,423,19,1,5,Good
24,45,1.9,7.1,26.1,5.2,1.15,10.9,265,43,2,2,Good
39.2,83.5,17.6,36.2,27.7,19.4,1.74,3.5,480,33,3,0,Poor
24.5,45.8,50.7,57.8,22.2,4.9,1.09,11.8,353,36,4,8,Good
38.8,69.4,40,52.2,27.8,16.9,2.32,7.5,451,44,3,9,Poor
31.7,72.8,9.1,18.7,25.8,6.4,1.53,5.6,549,18,5,1,Moderate
35.1,71,2.6,16.5,19,10.3,1.61,7.3,374,29,1,11,Moderate
37.2,91.9,0.1,14.3,39.2,21.2,1.6,3.5,435,24,2,0,Poor
38.9,75.2,6.8,26.1,33.4,18,1.85,4.3,579,14,2,8,Poor
43.1,102.6,8.2,30.7,37,33.2,2.36,4.9,782,33,2,9,Hazardous
22.6,59.2,30.8,37,14.6,2,1.01,11.7,284,55,3,10,Good
39.4,75.2,109.6,145.2,46.8,34.7,2.5,6.1,794,11,2,0,Hazardous
22,76.8,10.4,16.3,25.7,6.6,1.03,11.7,449,29,2,10,Good
31.8,60.1,14.6,27.5,23.3,10.9,1.31,7.9,679,36,5,5,Moderate
25.4,47.1,10.1,13.7,29.1,4.7,0.97,10.3,578,31,2,4,Good
32.3,64.1,41.5,53.5,29.2,15.1,2.44,4.8,697,28,2,9,Poor
36.5,119.4,59.3,89,32.7,24,2.14,3.2,585,17,3,9,Hazardous
26,74.8,12.8,16.3,12.3,8.5,1.02,10.9,345,32,1,0,Good
22.2,81.3,23.1,37.3,32.2,9.1,1.39,5.6,576,22,3,0,Moderate
40.6,72,22.6,40.5,39.9,15.9,2.46,5.1,513,8,1,10,Hazardous
20.9,58.2,17.5,23.6,18.8,3.9,0.94,10.9,420,41,2,7,Good
47.3,98.9,5.5,30.3,39.6,11.2,2.56,3,604,39,2,6,Hazardous
25.5,65.8,4.3,20.3,33.9,10.2,1.09,9.3,596,30,2,2,Moderate
31.6,85.1,4.5,19.4,29,11.9,1.23,6.3,429,32,2,7,Moderate
24.4,60.7,0,4.6,26.6,5.3,0.92,10.2,432,40,5,10,Good
30.4,71,74.2,89,31.9,15.3,1.74,6.7,314,32,3,15,Moderate
