Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,roads,dump_sites,agricultural_fields,wind_speed,wind_direction,Air Quality
36.26034137464985,59.80309019844235,36.58165601753274,0.0,27.855476542007093,5.503984605452847,1.3278931110757966,5.552733907023896,39.746064105708705,1.3195113551028732,5.158701708229298,1.0615946489821244,416.5726158941116,Good
36.00995843791671,82.60183557514908,0.0,12.234412290318676,39.2207234316763,1.188070158782427,1.5460107726916466,4.579413920405195,19.95345670816532,4.41618418636305,8.382754402382737,1.931883619481228,291.71401723300454,Good
29.083563224857244,59.10995963696405,9.42787234958152,24.90477081720002,45.192522077761694,0.0,1.197774902270134,5.130512268580809,40.05427788465731,4.662862070953641,6.848756195186024,1.45397609131313,187.36679721052985,Good
32.96364331252954,82.32408115028846,38.169058244176824,43.74153673382119,35.021794944090715,0.0,1.5012278508812786,9.538529405686926,33.68579910854358,1.775955116013725,6.295543270882666,0.5573433773117948,0.0,Good
36.634442586444806,52.09264125430023,17.818180910578636,9.70513912858259,43.26911614368372,9.990877725017468,1.3305897379337368,11.14030503633974,50.990500803526686,2.598072763809668,4.284374203755739,1.7006102418393283,0.0,Good
30.33293915833382,101.67197070232405,28.867041078399588,33.076036132432634,27.351841601500094,7.443237380484112,1.6718748921620794,11.239479139201979,26.248475730287506,0.0,7.434841233402054,2.86004483177937,116.90251668061781,Good
20.123656370073846,80.80671115031458,83.94045570386382,44.57445002013677,44.66831175084185,17.035417710978553,1.8861438158673405,6.559704282513761,32.38579035420455,1.9775938601532257,5.456624440401394,0.9334883854175926,207.60457544442042,Good
21.29971008682318,82.93525065010265,0.0,23.310774906598162,30.501242103146023,3.1535209936427737,0.42624049651513496,7.048042027532955,15.317955631203871,3.0352726491052273,1.3841130057025381,2.337063529556753,172.7318239523297,Good
30.418678003569024,38.6806931338982,28.4196449926764,27.94976735577269,13.940963224890517,11.337273951737558,1.2828240428614146,7.649657938512462,29.805236500853866,1.3473866225587603,6.615827182456099,1.0685251110098832,244.85063493273367,Good
26.464049897272602,53.19334897613942,0.0,69.4829177795713,36.85654236440721,20.420993251203573,2.2006239891444723,6.746720420483516,32.4892515420612,2.127751355357017,8.159532800711734,0.9049950051131916,187.61593824958834,Good
30.506787198613754,78.50629195845156,46.15798128680609,32.69129853418974,28.402113883888276,12.455523705097395,2.399316514454147,2.174032773353381,19.906002921061944,2.980189685368738,6.703004114310681,1.3504515214853339,274.19584149663444,Good
31.46018797772143,61.20694183774749,45.223655558065566,30.706224611222293,22.593915135055767,16.202089266411335,1.8556619465100308,9.211258561502575,46.62183222925759,3.9114875293213323,9.438793047833892,3.209715305147675,151.53289102792922,Good
26.89375047196176,83.70619622812966,14.617411888339605,30.461868746905417,17.123346272308257,15.526917774385886,0.6968101260119739,8.085148909414716,29.395196866659376,1.3978840625323046,0.0,0.0,61.15722725459864,Good
33.64694296665522,74.64975673117488,22.81891634575534,6.010696398499849,30.60867671731974,0.0,0.1913692539323688,7.5545489489292414,24.118294807029788,3.4642580840758095,6.285200169302206,2.4707040419330633,90.98923857838398,Good
33.295253553608745,66.07251642577239,71.36686997205636,24.571379236935222,35.82450553198382,1.940765777660605,1.2733821324954635,8.130000139937664,42.11051012776738,0.0,4.451700447600684,0.8425960725908784,0.0,Good
26.898893944929757,45.65346616544916,0.0,22.982357727128033,24.132747867664957,8.657421579332583,1.6382172738040377,5.251974465690592,47.35502495648058,1.9721427154876334,10.502256142237508,0.0,47.841861867329456,Good
34.637633512067254,66.48002661452173,0.0,0.0,34.59285543030425,15.889446716359457,1.6330087920496847,6.6396542949321935,18.480020875664223,1.9440710072769596,0.7794029628437338,0.5317761148244333,363.67425402391655,Good
17.56949091831401,80.80853122652977,75.27236710498356,52.39885149426355,31.188722876338574,6.893939663164545,1.1474097279787656,0.29914260423329075,29.91585565500501,1.4460759159851089,3.086221738870796,1.1221770836752514,183.00383810332616,Good
25.745019168377187,95.63564321529087,48.75822259290142,54.5812486663891,26.092386430416184,14.75718681959378,1.010984303046028,10.845004880174086,27.515434274769,0.562407648613245,5.609727618875292,0.9026658688681126,523.6894834312573,Good
32.94961866073612,95.10688466710329,62.67113137890331,31.166968470561166,22.63311938125806,0.0,1.024506372784265,10.832321565724232,26.543691018155364,2.5554833974060456,0.0,1.504419460595913,338.84369484384314,Good
18.074558704343772,75.95946171899374,70.04097482956308,75.9584716152767,22.025644196139254,16.924599164189672,2.2809424758751264,9.886533808222543,42.325883965779894,1.968481607132692,7.1683773672242905,0.6366796823645419,148.7996965617099,Good
32.938329742668685,59.03035868405625,15.626039132852043,50.888278044531326,47.99995649442171,0.0,2.5795441063046924,7.493756546132385,39.14223907708943,3.675173626676358,11.541402441705513,0.5508417620327833,139.6566030771431,Good
29.660039760042984,64.40594015099019,69.18076166529973,28.041194156128743,10.694666485661777,5.527152066794636,0.6381626663888971,7.607860186354393,36.23529351452072,1.0864218083602604,4.188655392017745,0.9166197240020759,194.8145881063716,Good
33.49243364209793,82.8645192441596,101.7076163715151,33.50472916271789,34.61916838826112,0.0,1.293058016335658,7.455598474911832,19.432348322535205,1.2553635861960082,5.293132472292325,0.7310674560592223,565.6991233042736,Good
33.46681991643485,101.7839416917825,75.21872817022033,12.70205137439223,27.523820330819277,7.125835857191031,1.4117589658479608,4.9008418369734255,25.15753636122354,2.5322397836001773,6.939699788902647,1.3429083957151169,164.61185966689018,Good
35.81105834978942,65.99698410763789,71.70828658132285,0.0,33.81656334812337,14.572750446869835,1.1317483276696758,7.1486943364736675,34.16947195676935,3.325612870967727,0.0,1.6454461869872188,104.6371427930729,Good
37.59074455888571,40.920975662687624,108.29739098413451,5.968382943558041,41.67321399924844,10.075253583336966,1.0530548680722478,9.393443531402683,39.78085761228618,0.0,8.316676750014912,1.1285552682756375,260.564885966848,Good
30.09443054366473,61.00746689357925,0.0,48.48197245829158,33.92286633653913,15.975515706665448,1.7336421617905338,11.852554997754568,43.52894886967053,0.0,0.0,2.524951333555486,0.0,Good
22.71312471601035,65.5124750534394,0.0,19.729336847445367,17.507613502559554,8.751094979996802,1.6529527881155244,7.191005317013312,25.629727455115077,2.387481850228799,9.5973730695153,2.4321477805212925,140.67126890702883,Good
42.297151062929046,83.96521993624296,0.0,0.0,21.275812284681024,22.28615754136942,1.2263328558277042,1.5865285779427012,27.27200470157642,0.0,1.7522789208769538,0.6645900918765081,196.15979196905957,Good
36.910431092671146,81.07174497740596,0.0,19.99864766977222,27.91825450747359,8.51824670537375,1.3530679898212725,2.200283419936188,18.08582476735677,1.445078667347182,0.0,1.655452898765024,0.0,Good
34.641154091732425,79.56265167838795,4.511017660179245,57.42505455292593,34.6944098226859,8.141104988095762,1.2698068150916566,12.404506512580507,31.854883597094506,3.509209632828246,0.0,1.217872590949002,0.0,Good
29.847109436666155,81.38371107097244,83.77753189736873,4.549427949479643,21.799992432265363,9.862716373357237,0.967936958739391,11.975082184123075,28.8509087574153,2.193509299570558,8.012422536333707,1.080505774485396,50.4023198295192,Good
29.59664086043052,56.50153961766839,27.13900523240623,57.326580568271126,15.202160329898529,0.0,1.5270262793116987,5.655794479330703,29.863539560492576,2.4764666673204747,0.0,1.6951666677797306,0.0,Good
29.87025505399154,59.62050915191727,4.2240688671691515,76.33679083434367,30.386490496051557,17.93095412372184,1.5825602107677132,10.67766518388378,33.698031257114984,2.382434793937595,9.832299078105189,1.264701206090803,517.9748562079031,Good
36.48236868568028,52.0107188560973,17.259286987896324,40.96627030966226,27.594306796554747,16.17395988781339,1.9353835349296058,3.5143826017086113,42.286110053563945,1.311222118693452,3.467885775200697,0.6548289551607777,295.45662054371957,Good
28.22395483056451,59.55443185556459,8.668521502050872,0.0,18.58417795907307,0.6342861428154372,1.3531367415910847,10.837531598570099,35.05527651368185,3.811568468501172,9.558821786235423,0.7117506978636357,176.47885241861746,Good
29.801581931577743,35.97977012799073,0.0,25.57405746418466,25.385184862492263,14.765973783381646,1.7533265935148483,2.0267769487388083,34.704482779382225,2.2742561394606065,8.024381285188365,1.9994589131962033,152.0724588248142,Good
38.400026964357615,55.97506676643095,0.0,41.83069406121345,23.394768305366252,12.743774708105654,2.588503163924118,9.85799677892881,31.65756441448203,0.7802268654604003,0.0,1.0798317606212173,334.38129419784593,Good
27.848099171368098,76.43330959832103,72.92167485658815,68.36087183213309,31.499706645763666,12.005483877372198,0.6708015586240494,6.153724881504168,26.75622630370617,0.8043079209744892,6.623288700927265,2.6812885541056053,402.330256730723,Good
31.66124622392575,82.42359245656833,0.0,70.06746020156645,11.269635893813232,17.996613096576695,1.770773518257338,5.699000792371555,27.47184106376438,0.4023272806566651,1.615299777671714,0.0,289.26853430976126,Good
38.129298913111576,35.80931662946595,87.22083790991121,29.809050545127967,30.087586071748103,0.0,2.2214369316722777,9.158730255471967,40.87165298284221,3.760391168625971,10.683293396455397,0.6151528978018205,142.2651006735727,Good
25.905500121573443,84.25666797408515,34.94846772018565,59.29592512687408,38.449641700392434,0.0,2.237789630809456,11.874852810589715,25.87654573445595,2.5183716834411,5.232648945853676,1.6356072430849204,117.63567238233011,Good
33.24247764044039,71.13741895893388,8.38258750637524,35.32224656791659,54.6449249680783,5.103479331497235,1.3636359646608036,6.0165176071480175,23.947616841653094,3.18279723428053,8.370092614214016,1.1336521429311044,328.2668761273238,Good
35.35831772127061,67.49797725603244,0.0,52.76767947399088,28.86624543033701,10.812592552274312,1.245620809241943,11.128664453553231,33.013111092972515,1.6819312201939736,1.1152289800104933,2.000317282597865,264.76353740385696,Good
31.738765020057375,27.964845391521713,22.073801864892104,23.55807833655036,20.857063670313735,16.717331132803206,1.8905175767741893,10.014787238643516,39.86801590413926,0.5619585319218376,3.9994820959052535,1.1987499474850007,79.86960458888828,Good
34.91247293936508,61.794630093745134,68.47272870309972,4.740542568721395,48.80707428156178,27.002558892765464,1.4483858450123785,12.581589875851968,25.566281060183467,3.4644223442387965,5.037168759559056,0.10089754034078369,0.0,Good
28.21288341029782,74.49345322342833,69.58200006559085,31.13545204774275,37.333577163223694,6.971630079266482,1.3159419016571419,12.248195657413877,5.040719263115815,2.0381285360234376,4.200134155598789,2.2365429507777996,93.99851668697457,Good
33.49581202515018,84.67539339984175,0.0,26.335435725381092,22.755902895085363,18.266557623259978,1.868794608400632,7.5902622995931255,19.13312094476215,3.49986956163041,5.441986225985096,0.0,0.0,Good
32.96468228021663,49.851115018869834,87.96189256419409,4.579331863171589,27.138470138510968,11.916797163855897,1.1018158075535576,0.3291904438256541,31.446024816582888,0.9455989224736538,6.130317033301237,1.0396504110694733,213.2825866229901,Good
40.52774628780487,61.41454873363641,7.109968342606457,0.0,25.158702045583972,13.939524862230558,1.2360930377909076,9.940989756057846,27.782852026837826,0.16276312497872159,6.860709923269378,0.9722561340373473,192.1043124634058,Good
26.206561002946422,59.68358321356078,28.855353738554573,23.847281288383407,44.6640254237276,17.076249823914864,1.7977589240890812,7.791892322315354,9.402387930839538,0.8680962693254564,3.275842971998926,0.916442891819262,168.57755801452183,Good
34.4342014020164,74.39967847309923,63.640457902062636,21.629886093779035,29.755391925747034,13.40693118915193,1.6343224922188933,13.072698677006597,37.5401084794283,0.13832815004496513,5.267547237324727,1.1271063636973886,497.84031233124074,Good
27.80199589485265,54.49983362276784,38.609514921594496,43.691118627899236,26.392465607327885,8.856603104480099,2.018329533138329,5.345328225864435,26.157660063192175,1.2751016108064817,9.782740960929576,1.36880888201365,13.111055372553352,Good
23.53208386005946,99.76155227107823,61.00202542371515,53.08861470495036,27.26658759182057,22.801355871296288,0.8975587254208808,11.158765585705156,25.140253024164686,1.6647277974726329,8.40711479042357,1.0225183971698448,108.09588914216002,Good
26.689528045409354,38.59012819076314,49.89021724478921,2.682190046333673,46.027048661203196,8.313315046782934,2.2152190351326393,1.8880470787654273,36.821289466369116,3.429159679147763,10.566283573325176,0.0,67.70567531703907,Good
33.8989446459635,72.42331362270085,33.57588711720797,20.310265789158244,42.90114811234639,31.67439083864783,1.5569144592433195,10.074842597569488,30.107136874692316,3.8504986448878107,8.793252505310749,0.2777017780171793,81.27110841126931,Good
23.230765940959195,112.77962525607478,45.449445985509456,13.890084340095743,20.277264460917884,17.128687902581156,1.9943098692257175,11.322107636206937,25.316411201684346,2.4557062895840054,6.109302396453968,0.38272265374201053,33.98293211728725,Good
32.792003658037025,73.18418592799236,42.6035572432159,51.71055782162203,42.3786655328432,4.37453211210992,1.8443042939198415,11.145128373920459,26.44425706585878,2.1933754969331414,4.623925488597919,2.840241910955676,189.40602365401298,Good
33.05800105758247,65.88697536965479,6.73531166157084,0.0,38.31885663452193,16.831892657310718,1.3357012668255235,5.176082338467021,31.33678129634048,1.3099682998320317,4.865024635205205,0.11855699638066097,206.3170185865324,Good
31.61498495262714,87.42044751929004,18.155419624525237,21.03912743513872,11.322535838234804,19.514177300783764,1.9877036499551073,8.538106856875324,16.330851109591777,0.2878671473401697,3.650248250730174,1.917424692335031,217.3584553761575,Good
19.974352244258824,76.4768837110172,0.0,15.893980559652524,37.016810141852474,16.808230415529955,2.0970752803047343,8.350405601121304,38.328122729727156,1.183865816600138,4.732272220218392,0.8750311879803916,177.20124670888276,Good
21.36600009549866,66.50474033204708,73.79530320176318,0.33944490135426975,13.633747092217092,0.5608428748370358,2.95377870146143,10.116205279101404,26.860536446590825,2.11703088198044,6.545506356927051,0.6214731885630663,95.66066042262923,Good
28.95981630939682,58.58444901238868,9.60689138437902,39.766615683493704,17.009195824815446,31.68636123378012,1.9114314306904419,3.8382509122452433,4.9091782051770565,1.0393304080911663,8.252294193612721,1.5342461230136615,156.90002650182828,Good
